,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState,state
0,,Utilities,413,"Mordovia Energy Retail Company Public Joint-Stock Company, an energy sales company, purchases and sells electricity in the wholesale and retail markets in Russia. It provides consulting and other services related to the sale of electricity to legal entities and individuals; and services for the organization of commercial metering of electrical energy. The company supplies electricity to 6,190 businesses and 214,521 individuals. Mordovia Energy Retail Company Public Joint-Stock Company was founded in 1964 and is based in Saransk, Russia.",Saransk,7 8342 23 48 00,Russia,[],https://www.mesk.ru,1,"St. Bolshevik, d.117A",Utilities—Regulated Electric,,0.03155,0.0209,0.4737,,0.007,0.02466,223949504,,none,3212945000,,,0.334,,0.79,0.075890005,,,198.886,0.58614,,24993000,571385024,7099104768,0.019,RUB,5.209,0.781,,MCX,MORDOVIA ENERGY RE,Mordovia Energy Retail Company Public Joint-Stock Company,Europe/Moscow,MSK,False,10800000,EQUITY,MRSB.ME,finmb_23971143,ru_market,,0.138,,4.362,-0.31218272,,,,1345040000,,,,0.148,,,,1609372800,0,148358000,0.055,0.023076,0.14403355,2.2567568,0.83949995,1672444800,,1632960000,,,215784400,0.667557,976804096,4,,,,,1638489600,,1.783,0.06328169,,,,,,,,0,,,0.32,0.377,0.420245,0,0.5392,,0.32,,0,0.32,0.34326,0,0.377,,0,,,0.06,1638489600,,,0.32,RUB,6.072727,0,,,,449243360,,,553278,0.32,0,1000000,0,0.549,,,0.232,0,False,0.2223,19000000,0.32,0.334,,https://logo.clearbit.com/mesk.ru,7 8342 47 89 99,,,,,,,,,,,,,,,,
0,119526,Utilities,8654,"Public Joint Stock Company Mosenergo engages in the generation of heat and electric power in the Moscow City and Moscow region. It operates in two segments, Electric Energy and Heat Energy. The company owns 15 power plants with an operational capacity of approximately 12,825 megawatts of electricity; and 43, 211 gigacalories/hour of heat capacity. It is also involved in the provision of repair and reconstruction services. In addition, the company provides electrical engineering services. Public Joint Stock Company Mosenergo was founded in 1886 and is based in Moscow, Russia. Public Joint Stock Company Mosenergo is a subsidiary of Gazprom Energoholding LLC.",Moscow,7 495 957 1957,Russia,[],https://www.mosenergo.ru,1,Building 101/3,Utilities—Independent Power Producers,Prospekt Vernadskogo,0.17708999,0.01285,0.27087998,34190000128,0.188,0.07397,39872999424,0.68,hold,60990000000,-5022875136,2.21,1.7065,,3.369,0.02648,5,2.11,4.368,0.00896,2.9,68000000,13802000384,225158004736,0.002,RUB,5.664,0.989,2.7,MCX,MOSENERGO PJSC,Public Joint Stock Company Mosenergo,Europe/Moscow,MSK,False,10800000,EQUITY,MSNG.ME,finmb_3208542,ru_market,,0.362,,2.046,-0.35609758,,,,39749398528,,,,7.949,,,,1640908800,0.01161,2894000128,0.073,0.17945,0.14403355,0.2146811,0.80296,1703980800,,1640908800,,,7813134143,0.673351,81586159616,4,,,,,1625184000,,,0.30126554,,,,,,,,0,,,1.707,1.5,2.1386526,0,2.4582,,1.707,,0,1.707,1.81399,0,1.5,,0,,,0.18,1625184000,,,1.707,RUB,23.376713,0,,,,67832348672,,,7336852,1.707,0,500000,0,2.62,,6.62,1.3005,0,False,0.1236,700000,1.707,1.7065,,https://logo.clearbit.com/mosenergo.ru,7 495 957 3200,,,,,,,,,,,,,,,,
0,115114,Utilities,15148,"Public Joint-Stock Company ""Rosseti Moscow Region"", together with its subsidiaries, engages in the transmission of electricity through electrical networks primarily in Moscow, Russia. It also installs, repairs, and maintains electrical equipment; and offers technical connection services. The company was formerly known as Public Joint Stock Company ÂMoscow United Electric Grid CompanyÂ and changed its name to Public Joint Stock Company ÂRosseti Moscow RegionÂ in July 2020. The company is headquartered in Moscow, Russia. Public Joint-Stock Company ""Rosseti Moscow Region"" operates as a subsidiary of Rosseti, Public Joint Stock Company.",Moscow,7 4956 62 40 70,Russia,[],https://www.rossetimr.ru,1,"3, Building 2",Utilities—Regulated Electric,2 Paveletskiy proezd,0.26618,0.06875,0.43348998,44210917376,0.124,0.14571,48359034880,1.45,hold,70106215000,11691628544,1.45,0.8115,1.618,0.482,0.04546,1,1.45,43.074,0.06752,1.45,8694478848,81905410048,181677768704,0.179,RUB,3.73,0.306,3,MCX,ROSSETI MOSCOW REG,"Public Joint-Stock Company ""Rosseti Moscow Region""",Europe/Moscow,MSK,False,10800000,EQUITY,MSRS.ME,finmb_22652966,ru_market,,0.621,,2.331,-0.4227273,,0.24,,48707100672,,,,3.904,,,,1609372800,0.06356,12491201536,0.256,0.0493,0.14403355,0.20786373,0.83339995,1672444800,,1632960000,,,15332992427,0.46836,112736739328,4,,,,,1622419200,,1.618,0.21756,,-0.26,,3.3812501,,,,0,,,0.8115,0.75,1.1953,0.060382005,0.19229999,,0.8115,,0,0.8115,0.97866,0.049,0.75,,0,,,0.05,1622419200,,,0.8115,RUB,3.1699219,0,,,,39525814272,,,2589491,0.8115,0,700000,0,1.567,,4.98,0.6325,0,False,0.0706,200000,0.8115,0.8115,,https://logo.clearbit.com/rossetimr.ru,,,,,,,,,,,,,,,,,
0,121087,Industrials,,"Public Joint Stock Company Mostotrest operates as a transport infrastructure construction company in Russia. It operates through Construction and Services segments. The company is involved in the engineering, construction, and overhaul of highways and bridges, railways and railway bridges, airfields and airports, and ports and waterways. It also constructs and overhauls other infrastructure projects, including construction projects of subway lines, tunnels, and monorails. It primarily serves federal state agencies of the Russian ministry of transport, state corporations, regional and municipal authorities, and private customers. The company was founded in 1930 and is based in Moscow, Russia. Public Joint Stock Company Mostotrest is a subsidiary of JSC TFK-Finance.",Moscow,7 495 669 7999,Russia,[],https://www.mostotrest.ru,1,Building 5,Engineering & Construction,6 Barklaya street,0.00496,-0.081520006,0.09151,1022115968,-0.932,-0.00475,239862000,,none,10764000000,18535766016,,76,,1.181,-0.00156,,,313.407,-1.25691,,241792000,8025051136,48365555712,0.857,RUB,170.849,0.358,,MCX,MOSTOTREST PJSC,Public Joint Stock Company Mostotrest,Europe/Moscow,MSK,False,10800000,EQUITY,MSTT.ME,finmb_20950212,ru_market,,0.606,,122.159,-0.33348727,,,,282215008,,,,8.826,,,,1609372800,0,-3969900032,-14.023,11.29,0.14403355,8.610922,0.942,1672444800,,1625011200,,,16269724,-0.073529,29301417984,2,,,,,1576800000,,,0.44346315,,,,,,,,0,,,76,72.6,88.76475,0,0,,76,,0,76,78.113,0,72.6,,0,,,,1576800000,,,76,RUB,,0,,,,21448341504,,,5635,76,0,7000,0,110,,,71.85,0,False,,6000,76,76,,https://logo.clearbit.com/mostotrest.ru,7 495 669 7711,,,,,,,,,,,,,,,,
0,125167,Basic Materials,,"Mechel PAO, together with its subsidiaries, engages in mining, steel, and power businesses in Russia, Asia, Europe, the Commonwealth of Independent States, and internationally. The Mining segment produces and sells coking and steam coals, middlings, coke and chemical products, and iron ore concentrate. The Steel segment produces and sells semi-finished steel products; carbon and specialty long products; carbon and stainless flat products; and value-added downstream metal products, including forgings, stampings, hardware, rails, and ferrosilicon. The Power segment generates and supplies electricity and heat power to the third parties. It also provides transportation and freight services. The company was formerly known as Mechel OAO and changed its name to Mechel PAO in March 2016. Mechel PAO was incorporated in 2003 and is based in Moscow, Russia.",Moscow,7 495 221 8888,Russia,[],https://www.mechel.com,1,Krasnoarmeyskaya Street 1,Steel,,0.2893,0.20038,0.44291002,73538002944,0.65,0.26365998,116319002624,4.2,hold,178081000000,25997125632,4.2,82.84,0.659,0.316,0.30719,1,4.2,,,4.2,17700999168,297019998208,402074009600,87.461,RUB,1986.649,0.131,3,MCX,MECHEL PJSC,Mechel PAO,Europe/Moscow,MSK,False,10800000,EQUITY,MTLR.ME,finmb_11311593,ru_market,,0.778,,2.688,0.026570082,,,,404776000,,,,-809.252,,,,1640908800,0.04632,80569999360,398.097,8.06,0.14403355,,0.51576,1703980800,,1640908800,,,96480414,1.746062,312682938368,2,,,,,1337558400,,0.659,0.14772041,,,,,,,,0,,,83.3,74.8,112.99245,0,0,,83.3,,0,83.3,101.731,0,74.8,,0,,,,1337558400,,,83.3,RUB,0.20808999,0,,,,59394539520,,,5314441,83.3,0,20500,0,178,,,64.51,0,False,,31800,83.3,82.84,,https://logo.clearbit.com/mechel.com,7 495 221 8800,,,,,,,,,,,,,,,,
0,109147,Communication Services,,"Mobile TeleSystems Public Joint Stock Company provides telecommunication services primarily in Russia. It offers voice and data transmission, internet access, broadband, pay TV, and various value added services through wireless and fixed lines; financial services; and integration services, as well as sells equipment, accessories, and software. The company also provides cloud computing services, data analysis tools, cybersecurity systems, and intelligent IoT solutions for B2B clients; provides My MTS self care app, mobile music, mobile TV, and video-on demand; and owns eSport clubs and MTS online shop. In addition, it offers banking and e-commerce services. The company was founded in 1993 and is headquartered in Moscow, Russia. Mobile TeleSystems Public Joint Stock Company is a subsidiary of Sistema Public Joint-Stock Financial Corporation.",Moscow,7 4952 23 20 25,Russia,[],https://www.ir.mts.ru,1,Building 2,Telecom Services,"5, Vorontsovskaya Street",0.31502,0.118769996,0.61498,142846001152,0.118,0.20639999,168349007872,312.9,buy,328647000000,105900498944,384,190.6,0.079,0.556,0.07125,7,376.4,4222.46,2.69797,420,184505008128,616648015872,534402990080,221.944,RUB,631.218,0.504,2.1,MCX,MOBILE TELESYSTEMS,Mobile TeleSystems Public Joint Stock Company,Europe/Moscow,MSK,False,10800000,EQUITY,MTSS.ME,finmb_527134,ru_market,,1.114,,3.537,-0.3466794,,40.54,,1662620032,,,,11.748,,,,1640908800,0.030079998,63003000832,74.592,10.55,0.14403355,16.22404,0.58142,1703980800,,1640908800,,,280260234,1.059547,595429097472,2,,,,,1633910400,,0.039,0.59298956,,0.7,,4.7015295,,,,0,,,205.6,206.95,302.294,0,1.0011001,,208.25,,313410,205.6,259.478,0,206.95,,313410,,,45.99,1633910400,,,188.2,RUB,2.5552337,3906010,,,,316895395840,,,2861709,188.2,190.6,100000,3906010,350.95,,10.01,155,190.6,False,0.2237,387000,208.25,190.6,,https://logo.clearbit.com/ir.mts.ru,,,,,,,,,,,,,,,,,
0,105066,Consumer Cyclical,27921,"Public Joint Stock Company M.video, together with its subsidiaries, operates a chain of consumer electronic stores and online stores in Russia. It engages in the sale of television, audio, video, and Hi-Fi products, as well as home appliances and digital equipment; and the provision of related services. The company also leases real estate. It operates a network of 1,074 stores, including 542 M.Video stores and 532 Eldorado stores. The company was founded in 1993 and is headquartered in Moscow, Russia. Public Joint Stock Company M.video is a subsidiary of Ericaria Holdings Limited.",Moscow,8 800 600 7775,Russia,[],https://www.mvideo.ru,1,"40/12, Building 20",Specialty Retail,"5th Floor, room II, room 3 Street Nizhnyaya Krasnoselskaya",0.02654,0.00698,0.19451,19894999040,0.081,0.0167,12643999744,600,buy,92660000000,26612750336,646,264.4,,0.811,0.01184,3,662,363.713,0.116969995,740,12053000192,84424998912,476364013568,,RUB,,0.183,2.2,MCX,M VIDEO PJSC,Public Joint Stock Company M.video,Europe/Moscow,MSK,False,10800000,EQUITY,MVID.ME,finmb_12679172,ru_market,,,,,-0.68471074,,24.28,,178299008,,,,191.01,,,,1640908800,0.067150004,3324999936,57.34,35,0.14403355,1.3842207,0.75727,1703980800,,1640908800,,,,0.477272,,2,,,,,1639526400,,,0.09896267,,3.41,,10.889621,,,,0,,,264.4,249,518.8885,0,5.4804997,,264.4,,0,264.4,317.486,0,249,,0,,,73,1639526400,,,264.4,RUB,4.6110916,0,,,,47142256640,,,551804,264.4,0,41000,0,739.8,,,149.8,0,False,0.3189,75000,264.4,264.4,,https://logo.clearbit.com/mvideo.ru,,,,,,,,,,,,,,,,,
0,125124,Industrials,,"Public joint stock company NPO Nauka engages in the manufacture and sale of aerospace equipment in Russia and internationally. It offers products, such as dehumidifiers, dampers, valves, pneumatic and pneumo-electric control devices, monitoring devices, ground control consoles, pressure regulators, heat exchangers, turbo refrigerators, air cooling units, filters, and air ejectors, as well as electronic control and monitoring units, signaling devices, and regulators. The company also provides services, including after sales support and repair, design support and field supervision, test center, and testing and control laboratory, as well as sells equipment from the vacated territory and unclaimed components. Public joint stock company NPO Nauka was founded in 1893 and is based in Moscow, Russia.",Moscow,7 495 775 3110,Russia,[],https://www.npo-nauka.ru,1,"Yamskogo Pole, possession 2",Aerospace & Defense,3rd street,0.022780001,-0.36321998,0.29006,629323008,0.06,-0.03596,43454000,,none,638665000,53034624,,154,,2.37,-0.00765,,,52.309,-0.23568001,,285270016,1369639040,1907148032,24.197,RUB,161.767,1.041,,MCX,NPO NAUKA,Public joint stock company NPO Nauka,Europe/Moscow,MSK,False,10800000,EQUITY,NAUK.ME,finmb_21789597,ru_market,,1.582,,69.43,-0.45615762,,,,11243000,,,,212.163,,,,1609372800,0,-692710016,-58.757,11.07,0.14403355,0.725857,0.8425,1672444800,,1625011200,,,1341527,0.563279,3017028096,2,,,,,1531267200,,,0.9078592,,,,,,,,0,,,154,110,188.651,0,0,,154,,0,154,146.272,0,110,,0,,,,1531267200,,,154,RUB,,0,,,,1731421952,,,1441,154,0,20000,0,239.8,,,94.8,0,False,,1000,154,154,,https://logo.clearbit.com/npo-nauka.ru,7 495 775 3111,,,,,,,,,,,,,,,,
0,452680,Consumer Cyclical,6004,"NEFAZ Publicly Traded Company operates in the automobile industry in Russia. It produces buses, tank trucks, flatbed trailers, crew buses, fire fighting equipment, semi-trailers, tank semi-trailers, tank trailers, dump trucks, tipper semi-trailers, tipper trailers, flatbed trailers, and agricultural machinery, as well as car chassis and spare parts. The company was founded in 1977 and is based in Neftekamsk, Russia. NEFAZ Publicly Traded Company is a subsidiary of KAMAZ Publicly Traded Company.",Neftekamsk,7 3478 36 25 61,Russia,[],https://www.nefaz.ru,1,"3, Yanaulskaya Street",Auto Manufacturers,,0.01564,0.01836,0.04112,153276000,0.216,0.01166,520627008,,none,1369188000,-329017504,,327.5,,0.964,0.030380001,,,191.197,1.02355,,23189000,1726099968,33294487552,2.885,RUB,4141.62,0.471,,MCX,NEFAZ PTC,NEFAZ Publicly Traded Company,Europe/Moscow,MSK,False,10800000,EQUITY,NFAZ.ME,finmb_20950866,ru_market,,0.128,,8.212,-0.24700367,,,,8038900,,,,112.302,,,,1640908800,0.0651,611240000,76.034,10.75,0.14403355,2.9162436,0.50020003,1703980800,,1640908800,,,1726755,0.509803,4275357696,2,,,,,1206921600,,,0.079074346,,,,,,,,0,,,320,250,440.3755,0,0,,320,,0,320,425.882,0,250,,0,,,,1206921600,,,320,RUB,4.307284,0,,,,2632739840,,,3261,320,0,154000,0,697.8,,,230,0,False,,1000,320,327.5,,https://logo.clearbit.com/nefaz.ru,,,,,,,,,,,,,,,,,
0,423574,Basic Materials,,"Public Joint Stock Company Nizhnekamskneftekhim produces and sells petrochemicals in Russia. The company operates through Production and Sales of Petrochemicals, and Petrochemicals Trading segments. It offers plastics, glycols, rubbers, polyesters, surfactants, monomers, ethylene and propylene oxides, methyl-tert-butyl ether, resins, products of organic synthesis, gases, hydrocarbon and alpha-olefins fractions, and other products. The company is also involved in general equipment repairs and construction, repairs and maintenance, food supplies and catering, non-woven textile materials production, gas and derivative products transportation, road freight transport, sports, water purification, and petrochemicals trading activities. It exports its products to Europe and Asia. The company was founded in 1967 and is based in Nizhnekamsk, Russia. Public Joint Stock Company Nizhnekamskneftekhim is a subsidiary of OOO Telecom-Management.",Nizhnekamsk,7 8555 37 70 09,Russia,[],https://www.nknh.ru,1,Office 129,Specialty Chemicals,23 Sobolekovskaya Street Nizhnekamsk Municipal District,0.23688,0.15527001,0.27561,31054000128,0.731,0.20512,48628998144,,none,34567000000,-45251125248,,91.9,4.999,3.275,0.09652001,,,63.517,0.21525998,,29102999552,104579997696,205286998016,15.901,RUB,112.164,2.064,,MCX,NIZHNEKAMSKNEFTEK,Public Joint Stock Company Nizhnekamskneftekhim,Europe/Moscow,MSK,False,10800000,EQUITY,NKNC.ME,finmb_3804382,ru_market,,1.192,,5.031,-0.0605886,,,,1611260032,,,,89.424,,,,1609372800,2.0000001e-05,31874000896,17.415,9.538,0.14403355,1.0276883,0.83,1672444800,,1625011200,,,521874562,0.126559,244659027968,2,,,,,1631836800,,4.999,0.79515326,,,,,,,,0,,,91.9,85,118.51975,0.111730136,0.56259996,,91.9,,0,91.9,99.116,10.268,85,,0,,,10.27,1631836800,,,91.9,RUB,5.27706,0,,,,163234627584,,,38930,91.9,0,,0,169,,,68,0,False,0.1261,,91.9,91.9,,https://logo.clearbit.com/nknh.ru,7 8555 37 74 92,,,,,,,,,,,,,,,,
0,423570,Consumer Cyclical,2359,"PJSC Nizhnekamskshina manufactures and distributes tires in Russian and CIS countries. It offers tires for passenger and light trucks under the KAMA and Viatti brand names. The company was founded in 1971 and is based in Nizhnekamsk, Russia. PJSC Nizhnekamskshina is a subsidiary of OOO Tatneft-Neftekhim Management Company.",Nizhnekamsk,7 8555 49 79 30,Russia,[],https://shinakama.tatneft.ru,1,"Building 116, Building 1, Office 1",Auto Parts,Republic of Tatarstan Industrial Zone Territory Nizhnekamsk district,0.14061,-0.14852999,0.24327,673072000,0.054,0.13566,1004953024,,none,1322098000,,,19.38,,0.137,,,,,,,681000,1134800000,7147235840,0.01,RUB,108.784,0.09,,MCX,NIZHNEKAMSKSHINA C,PJSC Nizhnekamskshina,Europe/Moscow,MSK,False,10800000,EQUITY,NKSH.ME,finmb_3804359,ru_market,,0.337,,2.396,-0.2556054,,,,63731200,,,,-31.452,,,,1609372800,0,-1061585024,-16.158,0.5,0.14403355,,0.84230006,1672444800,,1625011200,,,9504307,0.362299,2407404288,2,,,,,987379200,,,0.17280956,,,,,,,,0,,,19.38,22.78,24.1318,0,0,,19.38,,0,19.38,20.754,0,22.78,,0,,,,987379200,,,19.38,RUB,,0,,,,1235110656,,,10208,19.38,0,370000,0,31.92,,,13.64,0,False,,10000,19.38,19.38,,https://logo.clearbit.com/shinakama.tatneft.ru,,,,,,,,,,,,,,,,,
0,398040,Basic Materials,,"Public Joint Stock Company ""Novolipetsk Steel"", together with its subsidiaries, manufactures and sells steel products. It operates through six segments: Mining, Russian Flat Products, Russian Long Products, NLMK USA, NLMK DanSteel and Plates Distribution Network, and Investments in NBH. The Mining segment mines, processes, and sells iron ore, fluxing limestone, and metallurgical dolomite, as well as supplies raw materials to the steel segment and third parties. The Russian Flat Products segment produces and sells coke and steel products, such as pig iron, steel slabs, hot rolled steel, cold rolled steel, galvanized cold rolled sheets, and cold rolled sheets with polymeric coatings, as well as electro-technical steel. The Russian Long Products segment produces long products, reinforcing rebars, and metalware from scrap iron collection and recycling. The NLMK USA segment produces and sells steel products in the United States. The NLMK DanSteel and Plates Distribution Network segment produces and sells steel plates in Europe and internationally. The Investments in NBH segment produces hot rolled and cold rolled coils, plates, and galvanized and pre-pained steel products, as well as operates steel service centers. The company's products are used in oil and gas infrastructure, automotive, truck, railroad transportation, mining machinery, agriculture machinery, shipbuilding, special equipment, construction, white good, and energy equipment applications. It has operations in Russia, North America, the European Union, the Middle East, Commonwealth of Independent States, Central and South America, Asia, Oceania, and internationally. The company was founded in 1931 and is based in Lipetsk, Russia. Public Joint Stock Company ""Novolipetsk Steel"" is a subsidiary of Fletcher Group Holdings Limited.",Lipetsk,7 4742 44 42 22,Russia,[],https://nlmk.com,1,"2, Metallurgov square",Steel,,0.44739,0.31094,0.51877,4515999744,0.941,0.40985,7246000128,267.8,buy,8402000000,2060375040,338.33,173,1.301,1.624,0.37675998,7,348.55,53.803,0.90387,521.3,800000000,3465999872,16195999744,1.335,USD,27.024,0.748,2,MCX,NOVOLIPETSK STEEL,"Public Joint Stock Company ""Novolipetsk Steel""",Europe/Moscow,MSK,False,10800000,EQUITY,NLMK.ME,finmb_20406761,ru_market,,6.568,,14.681,-0.20289224,,46,,5993229824,,,,10.702,,,,1640908800,0.045,5036000256,859.447,13.33,0.14403355,16.165203,0.79252,1703980800,,1640908800,,,124257580,1.070895,106376830976,2,,1077840000,1000:1,,1638748800,,1.294,64.01758,,0,,3.7608695,,,,0,,,183,183.1,222.3641,0.03410929,0.6776,,192,,1179511,183,204.1088,6.242,183.1,,1179511,,,53.32,1638748800,,,170.4,RUB,0.20129222,2459090,,,,1036828737536,,,8699303,170.4,173,75000,2459090,282.46,,11.86,142,173,False,0.2914,200000,192,173,,https://logo.clearbit.com/nlmk.com,7 4742 44 11 11,,,,,,,,,,,,,,,,
0,353900,Industrials,,"Public Joint Stock Company Novorossiysk Commercial Sea Port, together with its subsidiaries, provides stevedoring, port, and sea vessel services in Russia. The company's stevedoring services include loading and unloading of oil, oil products, grains, mineral fertilizers, chemicals, containers, timber, timber products, metal products, sugar, and other cargo, as well as fuel bunkering; and other port services comprises freight forwarding, storage, custom documentation, repacking, and ship repair and maintenance. It also engages in the rental and resale of energy and utilities; provides fleet services, including tugging, towing, and other related services; and operates container and passenger terminals. In addition, the company provides emergency services, such as transferring vessels to shelter zones during emergencies, cleaning and containment services for oil or other liquid spills in and around the port, and hazardous material response and waste management services, as well as mooring and bunkering services. It serves ship owners or marine agents, freight owners or freight owners/agents, freighters, and other customers. The company was founded in 1845 and is based in Novorossiysk, Russia. Public Joint Stock Company Novorossiysk Commercial Sea Port is a subsidiary of Public Joint Stock Company Transneft.",Novorossiysk,7 861 760 4630,Russia,[],https://www.nmtp.info,1,2 Ul. Mira,Marine Shipping,,0.61121,0.35304,0.66754997,333281984,0.308,0.52704,413668992,,none,415309000,211327504,,4.175,,1.302,0.10025,,,57.78,0.20402999,,291904992,779964032,676801024,0.016,USD,0.037,1.202,,MCX,NOVOROSSIYSK COMME,Public Joint Stock Company Novorossiysk Commercial Sea Port,Europe/Moscow,MSK,False,10800000,EQUITY,NMTP.ME,finmb_22771184,ru_market,,113.664,,185.966,-0.5087492,,,,18482900992,,,,0.072,,,,1609372800,0.01249,238936000,1.322,0.06,0.14403355,57.986115,0.8061,1672444800,,1632960000,,,2952279059,0.430035,76928204800,4,,,,,1625788800,,,114.01596,,,,,,,,0,,,4.135,3.945,6.888575,0.00024183797,0.0631,,4.135,,0,4.135,5.3185,0.001,3.945,,0,,,0.06,1625788800,,,4.135,RUB,3.158094,0,,,,77166116864,,,2507037,4.135,0,400000,0,8.595,,,3.42,0,False,0.015800001,300000,4.135,4.175,,https://logo.clearbit.com/nmtp.info,7 861 760 2203,,,,,,,,,,,,,,,,
0,603950,Utilities,,"Public Joint-Stock Company TNS energo Nizhny Novgorod purchases and sells electricity in the Nizhny Novgorod region. The company sells electricity to consumers in the wholesale and retail electrical electricity markets. It serves to approximately 1.22 million individuals and 34.9 thousand legal entities. The company was formerly known as Nizhnovenergo JSC and changed its name to Public Joint-Stock Company TNS energo Nizhny Novgorod in June 2015. The company was founded in 2005 and is based in Nizhny Novgorod, Russia. Public Joint-Stock Company TNS energo Nizhny Novgorod is a subsidiary of Public Joint Stock Company Group of Companies TNS energo.",Nizhny Novgorod,7 831 243 0799,Russia,[],https://nn.tns-e.ru,1,Building 3 B,Utilities—Regulated Electric,Beketova Street,0.02558,0.00322,0.46058998,,0.113,0.02414,1256832512,,none,21320274000,,,1350,,1.005,0.03407,,,1588.404,0.6532,,904662016,5128399872,49129103360,230.834,RUB,11787.839,1.005,,MCX,TNS ENERGO NN PJSC,Public Joint-Stock Company TNS energo Nizhny Novgorod,Europe/Moscow,MSK,False,10800000,EQUITY,NNSB.ME,finmb_24915001,ru_market,,0.194,,7.57,-0.4862579,,,,3919400,,,,41.808,,,,1609372800,0,158134000,5.354,100.34293,0.14403355,32.29047,0.97050005,1672444800,,1632960000,,,115614,0.455436,9514529792,2,,,,,1467849600,,,0.11717653,,,,,,,,0,,,1350,1220,2328.85,0,0,,1350,,0,1350,1647.6,0,1220,,0,,,,1467849600,,,1350,RUB,252.14792,0,,,,5756777984,,,71,1350,0,400,0,4790,,,1155,0,False,,100,1350,1350,,https://logo.clearbit.com/nn.tns-e.ru,7 831 412 0356,,,,,,,,,,,,,,,,
0,117587,Technology,,"FIZIKA Scientific and Production Association Open Joint-Stock Company develops and manufactures components for avionics, missile, and other areas of special equipment. Its products include microchips, microcircuits, crystals on the board, transmitters, amplifiers, components of microprocessor systems, components support channel SL, single command components, and direct current (DC)-DC power modules, as well as analog-digital crystal and micro assemblies. The company was founded in 1985 and is based in Moscow, Russia. FIZIKA Scientific and Production Association Open Joint-Stock Company is a subsidiary of Fizika, ZAO.",Moscow,7 4957 25 80 34,Russia,[],https://npofizika.ru,1,"Warsaw highway, 125ZH. p.1",Semiconductor Equipment & Materials,,0,0,0,,,0,,,none,,,,11850,,,,,,,,,,,,,,,,,MCX,FIZIKA SCIENTIFIC,FIZIKA Scientific and Production Association Open Joint-Stock Company,Europe/Moscow,MSK,False,10800000,EQUITY,NPOF.ME,finmb_84534362,ru_market,,,,,0,,,,90262,,,,,,,,,0,,,300,0.14403355,,0.8323,,,,,,,,,2,,,,,1623110400,,,,,,,,,,,0,,,11850,0,11850,0,1.2791001,,0,,0,11850,11850,0,0,,0,,,22,1623110400,,,0,RUB,,0,,,,1069604672,,,0,0,0,0,0,11850,,,0,0,False,0.0019,0,0,11850,,https://logo.clearbit.com/npofizika.ru,7 4953 81 45 65,,,,,,,,,,,,,,,,
